antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yebS,yebS,8.786408,-0.42765315747395904,0.7434702105750769,0.08863446361586862,0.2803437375780071,0.2361967480023689,BH_from_pvalue,inner membrane PqiA domain protein,,NC_000913.3:1916257-1920143,16129786,(POORLY CHARACTERIZED) [S] Function unknown,[COG2995] Uncharacterized paraquat-inducible protein A,946353,NP_416347.1,427,inner membrane PqiA domain protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,citB,citB,5.585688,0.7034778610586279,1.6284256610707362,0.25533746272734736,0.46276611770093956,0.23541073839630017,BH_from_pvalue,response regulator in two-component regulatory system with CitA,sequence similarity to Shigella regulator,NC_000913.3:652234-654542,16128603,(CELLULAR PROCESSES AND SIGNALING | INFORMATION STORAGE AND PROCESSING) [K] Transcription; [T] Signal transduction mechanisms,[COG4565] Response regulator of citrate/malate metabolism,947008,NP_415153.1,226,response regulator in two-component regulatory system with CitA
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ilvB,ilvB,13.013290000000001,0.7094104296321797,1.6351357675512306,0.2587518344284581,0.46638184893744755,0.23499813561318159,BH_from_pvalue,acetolactate synthase 2 large subunit,acetolactate synthase I%2Cvaline-sensitive%2C large subunit,NC_000913.3:3851095-3852784,16131541,(METABOLISM) [E] Amino acid transport and metabolism; [H] Coenzyme transport and metabolism,[COG0028] Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme,948182,NP_418127.1,562,acetolactate synthase 2 large subunit
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,apaG,apaG,50.59326,-0.48681364348205847,0.7135994243238656,0.13245645234456493,0.32945686347936304,0.23474224013777648,BH_from_pvalue,protein associated with Co2+ and Mg2+ efflux,,NC_000913.3:51228-51606,16128044,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG2967] Uncharacterized protein affecting Mg2+/Co2+ transport,944772,NP_414592.1,125,protein associated with Co2+ and Mg2+ efflux
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dnaX,dnaX,18.60122,-0.5876073004383029,0.6654456292551211,0.194074888193755,0.39871776753050175,0.2346518152304094,BH_from_pvalue,DNA polymerase III/DNA elongation factor III%2C tau and gamma subunits,DNA polymerase III%2C tau and gamma subunits%3B DNA elongation factor III,NC_000913.3:492091-494023,16128454,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair","[COG2812] DNA polymerase III, gamma/tau subunits",945105,NP_415003.1,643,"DNA polymerase III/DNA elongation factor III, tau and gamma subunits"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yceM,yceM,30.58984,0.3684038191884289,1.2909237773673292,0.0519038875621119,0.23107222871207203,0.23439775769812454,BH_from_pvalue,putative oxidoreductase,putative virulence factor,NC_000913.3:1126805-1127729,16129031,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0673] Predicted dehydrogenase,945204,NP_415586.1,307,putative oxidoreductase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,aroP,aroP,9.881496,-0.35026209981943124,0.7844415725077706,0.04123183299710826,0.21419383956024032,0.23439295380224823,BH_from_pvalue,aromatic amino acid transporter,aromatic amino acid transport protein,NC_000913.3:120177-121551,16128105,(METABOLISM) [E] Amino acid transport and metabolism,[COG1113] L-asparagine transporter and related permeases,946018,NP_414654.1,457,aromatic amino acid transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ubiX,ubiX,4.420084,-0.34930204897636763,0.7849637580051774,0.0403631441009254,0.2136702943368845,0.23412174234957547,BH_from_pvalue,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,,NC_000913.3:2428056-2428626,16130246,(METABOLISM) [H] Coenzyme transport and metabolism,[COG0163] 3-polyprenyl-4-hydroxybenzoate decarboxylase,949033,NP_416814.1,189,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,bcr,bcr,11.410497999999999,-0.3710963353354333,0.7731947059904646,0.05393988514559318,0.2341002978425614,0.2340126193966481,BH_from_pvalue,bicyclomycin/cysteine/sulfonamide efflux transporter,bicyclomycin resistance protein%3B transmembrane protein,NC_000913.3:2278569-2279760,16130120,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2814] Predicted arabinose efflux permease, MFS family",944808,NP_416687.1,396,bicyclomycin/cysteine/sulfonamide efflux transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ygaH,ygaH,13.83335,-0.6282611472905653,0.6469557089192477,0.21896689925342566,0.42495232583969095,0.23349940571936734,BH_from_pvalue,putative L-valine exporter%2C norvaline resistance protein,,NC_000913.3:2809616-2810679,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,lpxL,lpxL,29.21418,-0.3205963992095082,0.8007387898051849,0.019966460837755214,0.18701411346440883,0.23343445103426624,BH_from_pvalue,lauryl-acyl carrier protein (ACP)-dependent acyltransferase,heat shock protein,NC_000913.3:1115661-1116582,16129017,(METABOLISM) [I] Lipid transport and metabolism,[COG1560] Lauroyl/myristoyl acyltransferase,946216,NP_415572.1,306,lauryl-acyl carrier protein (ACP)-dependent acyltransferase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ykiA,ykiA,5.6631160000000005,-0.99628090420789,0.501290603177096,0.3795953954365446,0.5837259006892143,0.23292154478413635,BH_from_pvalue,,pseudogene,NC_000913.3:408608-408950,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,argI,argI,7.986194,-0.3613606261527642,0.7784300849062854,0.049749376751474124,0.22702659416255652,0.23268851461776033,BH_from_pvalue,ornithine carbamoyltransferase 1,,NC_000913.3:4477306-4478311,16132076,(METABOLISM) [E] Amino acid transport and metabolism,[COG0078] Ornithine carbamoyltransferase,948774,NP_418675.1,334,ornithine carbamoyltransferase 1
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,aroM,aroM,3.1566159999999996,-0.40471802576088356,0.7553839178757902,0.0769698189664822,0.26646161278287617,0.23245600963853863,BH_from_pvalue,AroM family protein,protein of aro operon%2C regulated by aroR,NC_000913.3:407427-408105,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rplF,rplF,654.9196,0.3686177819037102,1.291115245440488,0.05382998302785697,0.2341002978425614,0.2324496484760439,BH_from_pvalue,50S ribosomal subunit protein L6,,NC_000913.3:3445606-3446140,16131184,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0097] Ribosomal protein L6P/L9E,947803,NP_417764.1,177,50S ribosomal subunit protein L6
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yigB,yigB,13.55778,0.43027692929562233,1.347492206891354,0.09731352446072938,0.2884982342374866,0.2322879436382609,BH_from_pvalue,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase%3B pyrimidine phosphatase%3B riboflavin synthesis,putative phosphatase,NC_000913.3:3994761-3997899,16131664,(METABOLISM) [H] Coenzyme transport and metabolism,"[COG1011] FMN phosphatase YigB, HAD superfamily",948357,NP_418257.1,238,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydeI,ydeI,3.584218000000001,-0.3288916117919123,0.7961479103130631,0.027617777208904504,0.1969259450543101,0.23209784404605904,BH_from_pvalue,hydrogen peroxide resistance OB fold protein%3B putative periplasmic protein,,NC_000913.3:1624104-1624497,16129495,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3111] Predicted periplasmic protein YdeI with OB-fold, BOF family",946068,NP_416054.1,130,hydrogen peroxide resistance OB fold protein; putative periplasmic protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yeiR,yeiR,2.806234,0.425363900041545,1.342911190997404,0.09178740261120466,0.2847482879542086,0.2320525449539416,BH_from_pvalue,Zn-stimulated GTPase involved in zinc homeostasis%3B mutants are cadmium and EDTA sensitive%3B Zn(2+) binding protein,,NC_000913.3:2267828-2268815,16130111,(POORLY CHARACTERIZED) [R] General function prediction only,"[COG0523] GTPase, G3E family",946701,NP_416678.1,328,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,kdpD,kdpD,5.700918,-0.4537131017279066,0.7301611927375663,0.11454514711761267,0.3083162001013371,0.23184905339344541,BH_from_pvalue,fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein,sensor for high-affinity potassium transport system%3B sensory histidine kinase,NC_000913.3:721055-724979,16128671,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG2205] K+-sensing histidine kinase KdpD,946744,NP_415223.1,894,fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tsaD,tsaD,17.04128,-0.5281584182766483,0.6934393357657113,0.15943975321848616,0.36407549906703,0.23176042784211842,BH_from_pvalue,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein%3B glycation binding protein,putative O-sialoglycoprotein endopeptidase,NC_000913.3:3209529-3210543,16130960,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0533] tRNA A37 threonylcarbamoyltransferase TsaD,947578,NP_417536.1,337,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; glycation binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,minD,minD,110.14245999999999,0.3229747300253667,1.2509071692669804,0.025297274823666654,0.19176916095201604,0.231644333746599,BH_from_pvalue,inhibitor of FtsZ ring polymerization%3B chromosome-membrane tethering protein%3B membrane ATPase of the MinCDEE system,cell division inhibitor%2C a membrane ATPase%2C activates minC,NC_000913.3:1224548-1225361,16129138,"(CELLULAR PROCESSES AND SIGNALING) [D] Cell cycle control, cell division, chromosome partitioning",[COG2894] Septum formation inhibitor-activating ATPase MinD,945741,NP_415693.1,270,inhibitor of FtsZ ring polymerization; chromosome-membrane tethering protein; membrane ATPase of the MinCDEE system
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,pgaB,pgaB,2.442008,0.4709472580582226,1.3860192147332164,0.12609311139377927,0.3224391337881133,0.23149518631804203,BH_from_pvalue,poly-beta-1%2C6-N-acetyl-D-glucosamine (PGA) N-deacetylase outer membrane export lipoprotein,,NC_000913.3:1086520-1089857,16128987,(POORLY CHARACTERIZED) [S] Function unknown,"[COG1649] Uncharacterized lipoprotein YddW, UPF0748 family",945604,NP_415542.1,672,"poly-beta-1,6-N-acetyl-D-glucosamine (PGA) N-deacetylase outer membrane export lipoprotein"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cohE,cohE,19.10288,-0.5824435284538154,0.6678316958019297,0.19664094211562086,0.4004621781754185,0.2314854792396269,BH_from_pvalue,e14 prophage%3B repressor protein phage e14,,NC_000913.3:1202258-1202933,16129108,(CELLULAR PROCESSES AND SIGNALING | INFORMATION STORAGE AND PROCESSING) [K] Transcription; [T] Signal transduction mechanisms,[COG1974] SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase),945719,NP_415663.1,224,e14 prophage; repressor protein phage e14
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,arcA,arcA,344.0276,-0.5271055120863561,0.6939456056588292,0.15840527780695302,0.36389076202092613,0.23141458982580534,BH_from_pvalue,response regulator in two-component regulatory system with ArcB or CpxA,negative response regulator of genes in aerobic pathways%2C (sensors%2C ArcB and CpxA),NC_000913.3:4639589-4640306,16132218,(CELLULAR PROCESSES AND SIGNALING | INFORMATION STORAGE AND PROCESSING) [T] Signal transduction mechanisms; [K] Transcription,"[COG0745] DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain",948874,NP_418818.1,238,response regulator in two-component regulatory system with ArcB or CpxA
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mngR,mngR,8.366736,0.3352320551860304,1.2615803156848304,0.03194326594177467,0.20411932179550357,0.2313489658816278,BH_from_pvalue,transcriptional repressor for the mannosyl-D-glycerate catabolic operon,transcriptional regulator of succinylCoA synthetase operon,NC_000913.3:765152-765875,16128705,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG2188] DNA-binding transcriptional regulator, GntR family",945371,NP_415258.1,240,transcriptional repressor for the mannosyl-D-glycerate catabolic operon
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ppiC,ppiC,43.430640000000004,-0.7506318743264764,0.594343188923348,0.2836642475695613,0.4919646397271862,0.23124424254478573,BH_from_pvalue,peptidyl-prolyl cis-trans isomerase C (rotamase C),,NC_000913.3:3959531-3959813,16131633,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0760] Parvulin-like peptidyl-prolyl isomerase,948285,NP_418223.1,93,peptidyl-prolyl cis-trans isomerase C (rotamase C)
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,btuD,btuD,8.664456,-0.3967938673930318,0.7595443610317321,0.0740585867226712,0.2615158538969869,0.23113321250708,BH_from_pvalue,vitamin B12 ABC transporter ATPase,ATP-binding component of vitamin B12 transport system,NC_000913.3:1792808-1794109,16129665,(METABOLISM) [H] Coenzyme transport and metabolism,"[COG4138] ABC-type cobalamin transport system, ATPase component",945751,NP_416224.1,249,vitamin B12 ABC transporter ATPase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sbcC,sbcC,4.658512,0.3348327414959047,1.2612311798200848,0.033307875416867534,0.20465727339222897,0.23069065686058957,BH_from_pvalue,exonuclease%2C dsDNA%2C ATP-dependent,ATP-dependent dsDNA exonuclease,NC_000913.3:412606-416952,16128382,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0419] DNA repair exonuclease SbcCD ATPase subunit,949076,NP_414931.1,1048,"exonuclease, dsDNA, ATP-dependent"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,bamB,bamB,69.61228,0.4271799538888317,1.3446027020799114,0.0972818867634253,0.2884982342374866,0.2306160202796943,BH_from_pvalue,BamABCDE complex OM biogenesis lipoprotein,putative dehydrogenase,NC_000913.3:2637473-2638652,16130437,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,"[COG1520] Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat",946982,NP_417007.1,392,BamABCDE complex OM biogenesis lipoprotein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rbbA,rbbA,48.23714,-0.44224128042431143,0.7359903316730515,0.10751800928522785,0.30121589315690606,0.23046171229671603,BH_from_pvalue,ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein,ribosome-associated ATPase%2C ATP-binding domain (N-terminal),NC_000913.3:3625678-3630602,49176363,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,"[COG1131] ABC-type multidrug transport system, ATPase component",947998,YP_026225.1,911,ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rutR,rutR,10.294124,-0.5794080894135023,0.6692382969349921,0.1962172295898754,0.4001745189502846,0.23045989693015584,BH_from_pvalue,rut operon transcriptional repressor for,hypothetical transcriptional regulator,NC_000913.3:1074241-1074880,16128979,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1309] DNA-binding transcriptional regulator, AcrR family",945075,NP_415533.1,212,rut operon transcriptional repressor for
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tolC,tolC,103.21252,0.4048028438378575,1.323907975101485,0.07963913994271939,0.26962239621671996,0.23043160457615847,BH_from_pvalue,transport channel,outer membrane channel%3B specific tolerance to colicin E1%3B segregation of daughter chromosomes,NC_000913.3:3178114-3179596,90111528,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG1538] Outer membrane protein TolC,947521,NP_417507.2,493,transport channel
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,degP,degP,100.5681,0.5688210916356642,1.483310977295511,0.19102349571303523,0.3953680162317214,0.2292340275695719,BH_from_pvalue,serine endoprotease (protease Do)%2C membrane-associated,periplasmic serine protease Do%3B heat shock protein HtrA,NC_000913.3:180883-182308,16128154,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones","[COG0265] Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain",947139,NP_414703.1,474,"serine endoprotease (protease Do), membrane-associated"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dgoT,dgoT,2.1090220000000004,0.5537144621159749,1.4678600887377828,0.1831808096235385,0.3861338183885781,0.2288292348102295,BH_from_pvalue,D-galactonate transporter,D-galactonate transport,NC_000913.3:3869376-3871730,90111641,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG2271] Sugar phosphate permease,948196,NP_418146.4,430,D-galactonate transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ghrA,ghrA,29.667199999999998,0.3321272601588854,1.2588682133980653,0.033094059320156015,0.20465727339222897,0.22882665376467762,BH_from_pvalue,glyoxylate/hydroxypyruvate reductase A,putative dehydrogenase,NC_000913.3:1097885-1098824,90111205,(METABOLISM) [H] Coenzyme transport and metabolism; [R] General function prediction only,[COG0111] Phosphoglycerate dehydrogenase or related dehydrogenase,946431,NP_415551.2,312,glyoxylate/hydroxypyruvate reductase A
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,loiP,loiP,47.66678,0.520817492095083,1.434768018027422,0.15798573283842296,0.36379838052352703,0.22871139690919826,BH_from_pvalue,Phe-Phe periplasmic metalloprotease%2C OM lipoprotein%3B low salt-inducible%3B Era-binding heat shock protein,,NC_000913.3:3081912-3082671,90111514,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0501] Zn-dependent protease with chaperone function,945173,NP_417411.2,252,"Phe-Phe periplasmic metalloprotease, OM lipoprotein; low salt-inducible; Era-binding heat shock protein"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yhjR,yhjR,18.577379999999998,-0.5877818659943181,0.6653651154560388,0.2040025452627393,0.408242770926337,0.22869504828048243,BH_from_pvalue,DUF2629 family protein,,NC_000913.3:3695996-3696185,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mqsA,mqsA,25.7135,-0.3888713178367107,0.7637268670786145,0.07148605492171846,0.25832460755802805,0.22859186846603508,BH_from_pvalue,antitoxin for MqsR toxin%3B transcriptional repressor,,NC_000913.3:3167850-3168246,16130917,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG2944] DNA-binding transcriptional regulator YiaG, XRE-type HTH domain",945814,NP_417493.1,131,antitoxin for MqsR toxin; transcriptional repressor
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybeQ,ybeQ,3.84728,-0.39923581337124947,0.7582598224315481,0.07761925008479133,0.2676943509108395,0.22850692694588873,BH_from_pvalue,Sel1 family TPR-like repeat protein,,NC_000913.3:675569-676547,90111158,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG0790] TPR repeat,945251,NP_415177.4,325,Sel1 family TPR-like repeat protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,nlpE,nlpE,21.43626,-0.4935108595219644,0.7102944611909886,0.14293029916208,0.3445185121113049,0.22839062583960537,BH_from_pvalue,lipoprotein involved with copper homeostasis and adhesion,copper homeostasis protein (lipoprotein),NC_000913.3:215268-215979,16128185,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis; [V] Defense mechanisms,[COG3015] Uncharacterized lipoprotein NlpE involved in copper resistance,946782,NP_414734.1,236,lipoprotein involved with copper homeostasis and adhesion
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ynfG,ynfG,55.52419999999999,0.3970104115821842,1.316776424882853,0.07670047378761741,0.2661388898626756,0.22823797415965413,BH_from_pvalue,oxidoreductase%2C Fe-S subunit,,NC_000913.3:1662989-1663607,16129547,(METABOLISM) [C] Energy production and conversion,[COG0437] Fe-S-cluster-containing dehydrogenase component,945638,NP_416106.1,205,"oxidoreductase, Fe-S subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ypdA,ypdA,5.01017,-0.40273681495517755,0.7564219770704198,0.08065798837527507,0.2714205323104495,0.22809293597459848,BH_from_pvalue,sensor kinase regulating yhjX%3B pyruvate-responsive YpdAB two-component system,putative sensor protein,NC_000913.3:2498670-2500368,16130312,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG3275] Sensor histidine kinase, LytS/YehU family",946723,NP_416881.1,565,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,eptA,eptA,2.1207152000000002,0.6122222352489477,1.5286119726722818,0.21843514339684608,0.4241052151778277,0.22806893735872383,BH_from_pvalue,lipid A phosphoethanolamine transferase,,NC_000913.3:4333281-4335590,90111688,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,"[COG2194] Phosphoethanolamine transferase for periplasmic glucans (OPG), alkaline phosphatase superfamily",948629,NP_418538.2,547,lipid A phosphoethanolamine transferase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tesB,tesB,14.633,-0.4059243844522591,0.7547525418449708,0.0831685744832209,0.274467034621093,0.22793052392175392,BH_from_pvalue,acyl-CoA thioesterase 2,,NC_000913.3:474300-475161,16128437,(METABOLISM) [I] Lipid transport and metabolism,[COG1946] Acyl-CoA thioesterase,945074,NP_414986.1,286,acyl-CoA thioesterase 2
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,zupT,zupT,27.10344,0.3305356182592192,1.257480142822452,0.033993094635400796,0.20465727339222897,0.22773005576270078,BH_from_pvalue,zinc transporter,,NC_000913.3:3182549-3183323,16130936,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0428] Zinc transporter ZupT,947035,NP_417512.1,257,zinc transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,gspL,gspL,4.1311860000000005,-0.5183744675743416,0.6981580280175147,0.1577875635364831,0.363785723907003,0.22764640133573963,BH_from_pvalue,general secretory pathway component%2C cryptic,,NC_000913.3:3463921-3466220,90111571,"(CELLULAR PROCESSES AND SIGNALING) [U] Intracellular trafficking, secretion, and vesicular transport","[COG3297] Type II secretory pathway, component PulL",947842,NP_417792.2,387,"general secretory pathway component, cryptic"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,acrZ,acrZ,299.41960000000006,-0.7447199300383787,0.5967837137171406,0.2868034896062965,0.49509466294192783,0.22737174903429894,BH_from_pvalue,AcrAB-TolC efflux pump accessory protein%2C membrane-associated,,NC_000913.3:794772-794922,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yeeR,yeeR,3.154668,-0.26190675919078377,0.8339849421998041,0.006698213090935269,0.13600113654038248,0.22693106592322726,BH_from_pvalue,CP4-44 prophage%3B putative membrane protein,,NC_000913.3:2074778-2076754,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ubiB,ubiB,17.251800000000003,0.3978917277447822,1.3175810653980844,0.07898580432913917,0.26900947853108326,0.22689076177171472,BH_from_pvalue,regulator of octaprenylphenol hydroxylation%2C ubiquinone synthesis%3B regulator of 2'-N-acetyltransferase%3B putative ABC1 family protein kinase,,NC_000913.3:4019623-4021866,16131684,(CELLULAR PROCESSES AND SIGNALING | METABOLISM) [H] Coenzyme transport and metabolism; [T] Signal transduction mechanisms,"[COG0661] Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family",948322,NP_418279.1,546,"regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2\'-N-acetyltransferase; putative ABC1 family protein kinase"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yajR,yajR,6.0725560000000005,-0.37668522412554317,0.7702052039047784,0.06364095026607622,0.2503617205795124,0.22655057501621462,BH_from_pvalue,putative transporter,putative transport protein,NC_000913.3:445301-446666,90111133,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2814] Predicted arabinose efflux permease, MFS family",945058,NP_414961.4,454,putative transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydiL,ydiL,2.0415211999999996,-0.594944330823822,0.6620700019552935,0.21134605807592205,0.4163364594956921,0.22640937020637983,BH_from_pvalue,putative HTH domain DNA-binding protein,,NC_000913.3:1770614-1770971,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mdtC,mdtC,2.001488,0.43396665410606183,1.350942859005199,0.10724085973014592,0.30110418077725304,0.22621953237087042,BH_from_pvalue,multidrug efflux system%2C subunit C,,NC_000913.3:2158385-2161463,16130016,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,[COG0841] Multidrug efflux pump subunit AcrB,946608,NP_416580.1,1025,"multidrug efflux system, subunit C"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yebF,yebF,23.025340000000003,-0.7571482781192138,0.5916646973054208,0.2930415546253446,0.5027441237734236,0.2261246023336361,BH_from_pvalue,extracellular Colicin M immunity family protein,,NC_000913.3:1930033-1930390,-,-,-,-,-,-,-
